,titulo,provincia,localidad,distrito,tipovivienda,precio,metros,habitaciones,baños,planta,ascensor,exterior,equipada,amueblada,orientacion,anyoconstruccion,garaje,terraza,calefaccion,aireacondicionado,created_at,updated_at
3897,Alquiler de Piso en calle de Andalucía,Madrid,Adelfas Madrid,retiro,Piso,2100,140,3.0,2.0,4.0,1.0,1.0,1,0,sur,2013.0,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3898,Alquiler de Piso en calle de Mateo López,Madrid,Estrella Madrid,retiro,Piso,1600,126,3.0,2.0,,1.0,1.0,1,1,,,1,1,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3899,Alquiler de Piso en calle de Antonio Maura,Madrid,Jerónimos Madrid,retiro,Piso,9800,349,5.0,3.0,2.0,1.0,1.0,1,1,este,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3900,Alquiler de Piso en calle de Ibiza,Madrid,Ibiza Madrid,retiro,Piso,2400,124,3.0,2.0,4.0,1.0,0.0,1,0,sur,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3901,Alquiler de Piso en paseo de la Reina Cristina,Madrid,Jerónimos Madrid,retiro,Piso,1850,73,2.0,2.0,0.0,1.0,1.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3902,Alquiler de Piso en calle de Alberto Bosch,Madrid,Jerónimos Madrid,retiro,Piso,12500,340,4.0,5.0,3.0,1.0,1.0,1,1,sur,2022.0,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3903,Alquiler de Piso en calle del Doce de Octubre,Madrid,Niño Jesús Madrid,retiro,Piso,1300,74,2.0,1.0,1.0,1.0,1.0,1,1,,1931.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3904,Alquiler de Estudio en paseo de la Reina Cristina,Madrid,Jerónimos Madrid,retiro,Estudio,1250,47,,1.0,2.0,1.0,1.0,1,1,este,1970.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3905,"Alquiler de Piso en calle de Alberto Bosch, 11",Madrid,Jerónimos Madrid,retiro,Piso,12000,281,4.0,5.0,4.0,1.0,1.0,1,0,sur,,1,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3906,Alquiler de Piso en Estrella,Madrid,Retiro Madrid,retiro,Piso,1500,76,2.0,1.0,2.0,1.0,0.0,1,0,,,0,0,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3907,Alquiler de Piso en Niño Jesús,Madrid,Retiro Madrid,retiro,Piso,3200,177,3.0,2.0,3.0,1.0,1.0,1,1,,1957.0,1,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3908,"Alquiler de Piso en calle de Abtao, 44",Madrid,Pacífico Madrid,retiro,Piso,849,40,1.0,1.0,2.0,1.0,1.0,1,0,este,1974.0,0,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3909,Alquiler de Piso en avenida del Mediterráneo,Madrid,Pacífico Madrid,retiro,Piso,1400,80,2.0,2.0,9.0,1.0,1.0,1,0,,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3910,Alquiler de Piso en calle de las Cocheras,Madrid,Pacífico Madrid,retiro,Piso,1700,97,2.0,2.0,4.0,1.0,1.0,1,1,norte,1998.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3911,Alquiler de Piso en Ibiza,Madrid,Retiro Madrid,retiro,Piso,1700,58,1.0,1.0,3.0,1.0,0.0,1,1,,1926.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3912,Alquiler de Piso en calle de Juan de Urbieta,Madrid,Pacífico Madrid,retiro,Piso,900,50,1.0,1.0,3.0,1.0,0.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3913,Alquiler de Piso en calle del Alcalde Sáinz de Baranda,Madrid,Ibiza Madrid,retiro,Piso,1600,124,2.0,2.0,5.0,1.0,1.0,1,0,sur,1951.0,1,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3914,Alquiler de Ático en Jerónimos,Madrid,Retiro Madrid,retiro,Ático,5000,170,3.0,3.0,,1.0,1.0,1,0,,1930.0,0,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3915,Alquiler de Piso en Jerónimos,Madrid,Retiro Madrid,retiro,Piso,12500,336,3.0,5.0,,1.0,1.0,1,0,,2022.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3916,"Alquiler de Piso en calle de Téllez, 3",Madrid,Pacífico Madrid,retiro,Piso,3500,110,3.0,2.0,3.0,1.0,1.0,1,1,"sur, oeste",1979.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3917,"Alquiler de Piso en avenida de Menéndez Pelayo, 67",Madrid,Niño Jesús Madrid,retiro,Piso,2250,85,1.0,1.0,2.0,1.0,1.0,1,0,"norte, este",1971.0,1,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3918,Alquiler de Piso en calle de Ángel Ganivet,Madrid,Niño Jesús Madrid,retiro,Piso,1550,118,3.0,2.0,5.0,1.0,1.0,1,0,este,,1,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3919,Alquiler de Piso en Niño Jesús,Madrid,Retiro Madrid,retiro,Piso,2800,124,3.0,2.0,,1.0,1.0,1,1,,1976.0,1,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3920,"Alquiler de Piso en avenida de Menéndez Pelayo, 117",Madrid,Pacífico Madrid,retiro,Piso,1200,35,1.0,1.0,4.0,0.0,0.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3921,"Alquiler de Piso en avenida de Menéndez Pelayo, 15",Madrid,Ibiza Madrid,retiro,Piso,2000,95,3.0,2.0,1.0,1.0,1.0,1,0,oeste,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3922,Alquiler de Piso en calle de Narváez,Madrid,Ibiza Madrid,retiro,Piso,2200,124,3.0,2.0,2.0,1.0,1.0,1,1,,1941.0,0,1,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3923,Alquiler de Piso en calle de Valderribas,Madrid,Pacífico Madrid,retiro,Piso,1700,134,3.0,2.0,5.0,1.0,1.0,1,0,,,1,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3924,Alquiler de Piso en plaza Doctor Laguna,Madrid,Niño Jesús Madrid,retiro,Piso,2000,115,4.0,2.0,2.0,1.0,1.0,1,1,"norte, este",,1,1,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3925,Alquiler de Piso en avenida de la Ciudad de Barcelona,Madrid,Pacífico Madrid,retiro,Piso,1350,82,3.0,1.0,3.0,1.0,0.0,1,0,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3926,Alquiler de Ático en Ibiza,Madrid,Retiro Madrid,retiro,Ático,3300,158,4.0,3.0,,1.0,1.0,1,0,sur,,0,1,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3927,Alquiler de Piso en Jerónimos,Madrid,Retiro Madrid,retiro,Piso,2300,110,2.0,1.0,2.0,1.0,1.0,1,1,"este, oeste",1930.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3928,"Alquiler de Piso en paseo de la Reina Cristina, Madrid",Madrid,Jerónimos Madrid,retiro,Piso,1850,81,2.0,1.0,0.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3929,Alquiler de Piso en Ibiza,Madrid,Ibiza Madrid,retiro,Piso,2100,99,2.0,2.0,0.0,1.0,1.0,1,1,sur,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3930,"Alquiler de Piso en paseo de la Reina Cristina, Madrid",Madrid,Jerónimos Madrid,retiro,Piso,1600,63,1.0,1.0,0.0,1.0,1.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3931,"Alquiler de Piso en calle de Ibiza, Madrid",Madrid,Ibiza Madrid,retiro,Piso,2850,175,4.0,2.0,3.0,1.0,1.0,1,0,sur,1983.0,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3932,Alquiler de Ático en calle de Granada,Madrid,Pacífico Madrid,retiro,Ático,1500,115,3.0,2.0,6.0,1.0,1.0,1,1,"sur, este",,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3933,"Alquiler de Piso en calle de Menorca, 16",Madrid,Ibiza Madrid,retiro,Piso,3820,113,3.0,3.0,5.0,1.0,1.0,1,1,,1970.0,0,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3934,"Alquiler de Piso en calle de Narváez, 35",Madrid,Ibiza Madrid,retiro,Piso,4030,112,3.0,3.0,5.0,1.0,1.0,1,1,,1940.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3935,"Alquiler de Piso en calle de O'Donnell, 6",Madrid,Ibiza Madrid,retiro,Piso,2490,57,1.0,1.0,5.0,1.0,1.0,1,1,,1974.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3936,"Alquiler de Piso en calle de Alfonso XII, 19",Madrid,Jerónimos Madrid,retiro,Piso,2340,79,2.0,2.0,3.0,1.0,1.0,1,1,,1920.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3937,"Alquiler de Piso en calle de Alfonso XII, 19",Madrid,Jerónimos Madrid,retiro,Piso,1350,50,1.0,1.0,8.0,1.0,1.0,1,1,"sur, este",1920.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3938,"Alquiler de Piso en paseo de la Infanta Isabel, 23",Madrid,Jerónimos Madrid,retiro,Piso,980,55,2.0,1.0,0.0,1.0,0.0,1,0,,1927.0,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3939,"Alquiler de Piso en calle Roncesvalles, 5",Madrid,Niño Jesús Madrid,retiro,Piso,1100,43,1.0,1.0,2.0,1.0,1.0,1,1,sur,,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3940,Alquiler de Piso en Edificio Torre El Retiro. Nueva Construcción. Menéndez Pelayo,Madrid,Niño Jesús Madrid,retiro,Piso,2250,82,2.0,2.0,2.0,1.0,1.0,1,0,,1967.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3941,Alquiler de Piso en Nueva Construcción. Menéndez Pelayo,Madrid,Niño Jesús Madrid,retiro,Piso,2250,79,2.0,2.0,2.0,1.0,1.0,1,0,,1967.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3942,"Alquiler de Piso en Vivienda a Estrenar, Urbanización Con Piscina. Frente Al Retiro.",Madrid,Niño Jesús Madrid,retiro,Piso,2000,69,1.0,1.0,1.0,1.0,1.0,1,0,,1967.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3943,Alquiler de Piso en Edificio Torre El Retiro. Nueva Construcción. Menéndez Pelayo,Madrid,Jerónimos Madrid,retiro,Piso,2700,117,2.0,2.0,1.0,1.0,1.0,1,0,,1967.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3944,Alquiler de Ático en Menorca,Madrid,Ibiza Madrid,retiro,Ático,3300,158,4.0,3.0,6.0,1.0,1.0,1,0,sur,1946.0,0,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3945,"Alquiler de Piso en avenida de Menéndez Pelayo, 83",Madrid,Niño Jesús Madrid,retiro,Piso,1500,75,2.0,2.0,9.0,1.0,1.0,1,0,oeste,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3946,Alquiler de Ático en calle de Ruiz de Alarcón,Madrid,Jerónimos Madrid,retiro,Ático,5000,200,3.0,3.0,6.0,1.0,1.0,1,0,este,1925.0,0,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3947,Alquiler de Piso en calle de Ruiz de Alarcón,Madrid,Jerónimos Madrid,retiro,Piso,3600,230,4.0,3.0,2.0,1.0,1.0,1,0,este,1925.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3948,Alquiler de Piso en Jerónimos,Madrid,Retiro Madrid,retiro,Piso,7900,260,2.0,3.0,4.0,1.0,1.0,1,1,,1915.0,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3949,"Alquiler de Piso en calle del Doctor Castelo, 28",Madrid,Ibiza Madrid,retiro,Piso,830,59,1.0,1.0,3.0,0.0,1.0,1,1,"sur, este, oeste",1965.0,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3950,Alquiler de Piso en calle del Doctor Castelo,Madrid,Ibiza Madrid,retiro,Piso,3200,180,3.0,2.0,1.0,1.0,1.0,1,0,este,,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3951,Alquiler de Piso en calle de Narváez,Madrid,Ibiza Madrid,retiro,Piso,2000,67,2.0,2.0,2.0,1.0,1.0,1,1,oeste,1974.0,0,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3952,Alquiler de Piso en calle de Ibiza,Madrid,Ibiza Madrid,retiro,Piso,2850,164,4.0,2.0,3.0,1.0,1.0,1,0,sur,1983.0,1,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3953,Alquiler de Estudio en calle Doctor Esquerdo,Madrid,Pacífico Madrid,retiro,Estudio,750,33,,1.0,2.0,1.0,1.0,1,0,"sur, este",1970.0,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3954,Alquiler de Piso en calle Calle del Alcalde Sáinz de Baranda,Madrid,Niño Jesús Madrid,retiro,Piso,1580,95,3.0,2.0,7.0,1.0,1.0,1,0,sur,1945.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3955,"Alquiler de Piso en calle del Doctor Castelo, 22",Madrid,Ibiza Madrid,retiro,Piso,2835,80,2.0,2.0,2.0,1.0,1.0,1,1,,,0,1,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3956,"Alquiler de Piso en calle del Doctor Castelo, 22",Madrid,Ibiza Madrid,retiro,Piso,2835,69,2.0,2.0,4.0,1.0,1.0,1,1,,,0,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3957,"Alquiler de Piso en calle del Doctor Castelo, 22",Madrid,Ibiza Madrid,retiro,Piso,2295,38,1.0,1.0,3.0,1.0,0.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3958,Alquiler de Estudio en calle de Narváez,Madrid,Ibiza Madrid,retiro,Estudio,880,47,,1.0,3.0,1.0,0.0,1,0,oeste,1993.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3959,Alquiler de Piso en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Piso,1480,76,3.0,1.0,2.0,1.0,0.0,1,0,"sur, este",,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3960,"Alquiler de Piso en calle del Pez Volador, 12",Madrid,Estrella Madrid,retiro,Piso,1500,100,3.0,1.0,2.0,1.0,1.0,1,0,"este, oeste",1968.0,1,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3961,Alquiler de Piso en calle de Antonio Maura,Madrid,Jerónimos Madrid,retiro,Piso,5200,231,4.0,5.0,2.0,1.0,1.0,1,0,sur,1925.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3962,"Alquiler de Piso en avenida menendez pelayo, 83",Madrid,Niño Jesús Madrid,retiro,Piso,3105,79,2.0,2.0,5.0,1.0,1.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3963,"Alquiler de Piso en calle de Lope de Rueda, 45",Madrid,Ibiza Madrid,retiro,Piso,2700,77,2.0,2.0,3.0,1.0,1.0,1,1,"este, oeste",,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3964,Alquiler de Estudio en avenida de la Ciudad de Barcelona,Madrid,Adelfas Madrid,retiro,Estudio,1600,38,,1.0,0.0,1.0,0.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3965,Alquiler de Piso en avenida del Mediterráneo,Madrid,Estrella Madrid,retiro,Piso,2000,125,4.0,2.0,4.0,1.0,1.0,1,0,,,0,1,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3966,Alquiler de Piso en calle de Juan de Mena,Madrid,Jerónimos Madrid,retiro,Piso,7000,160,3.0,3.0,,1.0,1.0,1,1,sur,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3967,Alquiler de Piso en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Piso,1480,76,3.0,1.0,2.0,1.0,0.0,1,0,"sur, oeste",1970.0,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3968,Alquiler de Piso en paseo de la Reina Cristina,Madrid,Jerónimos Madrid,retiro,Piso,2850,140,4.0,3.0,2.0,1.0,0.0,1,1,,1945.0,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3969,Alquiler de Piso en calle de Menorca,Madrid,Ibiza Madrid,retiro,Piso,1450,52,2.0,1.0,3.0,1.0,0.0,1,1,"norte, este",1976.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3970,Alquiler de Ático en calle de Fernán González,Madrid,Ibiza Madrid,retiro,Ático,1600,85,2.0,1.0,7.0,1.0,1.0,1,0,oeste,1970.0,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3971,Alquiler de Piso en plaza de los Reyes Magos,Madrid,Niño Jesús Madrid,retiro,Piso,2990,181,4.0,3.0,11.0,1.0,1.0,1,0,"sur, este",1970.0,1,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3972,Alquiler de Piso en calle de los Reyes Magos,Madrid,Niño Jesús Madrid,retiro,Piso,2400,166,4.0,2.0,0.0,1.0,0.0,1,0,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3973,Alquiler de Piso en calle Fuenterrabía,Madrid,Pacífico Madrid,retiro,Piso,1750,140,2.0,2.0,5.0,1.0,1.0,0,0,,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3974,"Alquiler de Piso en Pio Baroja, 7",Madrid,Niño Jesús Madrid,retiro,Piso,3000,118,3.0,2.0,5.0,1.0,1.0,1,0,,,1,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3975,Alquiler de Piso en calle de Juan de Mena,Madrid,Jerónimos Madrid,retiro,Piso,2500,124,2.0,2.0,5.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3976,Alquiler de Piso en calle de Juan de Urbieta,Madrid,Pacífico Madrid,retiro,Piso,1500,113,3.0,2.0,4.0,1.0,1.0,1,1,este,1967.0,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3977,Alquiler de Ático en Ibiza,Madrid,Retiro Madrid,retiro,Ático,2300,90,2.0,2.0,7.0,1.0,1.0,1,1,,,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3978,Alquiler de Piso en calle de Arregui y Aruej,Madrid,Adelfas Madrid,retiro,Piso,1150,66,2.0,1.0,3.0,1.0,1.0,1,1,este,1960.0,0,1,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3979,Alquiler de Piso en calle del Comercio,Madrid,Pacífico Madrid,retiro,Piso,1200,60,2.0,1.0,1.0,1.0,0.0,1,0,,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3980,Alquiler de Piso en calle Narvaez,Madrid,Ibiza Madrid,retiro,Piso,1100,35,2.0,1.0,2.0,1.0,0.0,1,1,,1934.0,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3981,Alquiler de Piso en calle del Doctor Castelo,Madrid,Ibiza Madrid,retiro,Piso,3200,180,3.0,2.0,1.0,1.0,1.0,1,0,este,,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3982,Alquiler de Piso en calle de Ibiza s/n,Madrid,Ibiza Madrid,retiro,Piso,3500,180,3.0,2.0,1.0,1.0,1.0,1,0,este,,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3983,Alquiler de Ático en calle de Alfonso XII,Madrid,Jerónimos Madrid,retiro,Ático,4900,211,4.0,3.0,8.0,1.0,1.0,1,0,este,1945.0,1,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3984,Alquiler de Piso en Jerónimos,Madrid,Retiro Madrid,retiro,Piso,2600,110,2.0,2.0,5.0,1.0,1.0,1,1,este,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3985,Alquiler de Dúplex en Jerónimos,Madrid,Retiro Madrid,retiro,Dúplex,3300,151,2.0,2.0,,1.0,1.0,1,1,oeste,2018.0,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3986,"Alquiler de Piso en avenida del Mediterráneo, 22",Madrid,Pacífico Madrid,retiro,Piso,1500,81,3.0,2.0,4.0,1.0,1.0,1,1,,,0,0,0,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3987,Alquiler de Piso en Ibiza,Madrid,Ibiza Madrid,retiro,Piso,950,40,1.0,1.0,4.0,1.0,0.0,1,1,este,1927.0,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3988,Alquiler de Piso en calle de la Academia,Madrid,Jerónimos Madrid,retiro,Piso,1650,60,1.0,1.0,6.0,1.0,0.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3989,Alquiler de Piso en calle Anunciación,Madrid,Niño Jesús Madrid,retiro,Piso,2200,151,2.0,3.0,1.0,1.0,1.0,1,1,,1953.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3990,Alquiler de Piso en calle de Ibiza,Madrid,Ibiza Madrid,retiro,Piso,1800,120,3.0,2.0,5.0,1.0,1.0,1,0,este,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3991,Alquiler de Ático en Menendez Pelayo,Madrid,Ibiza Madrid,retiro,Ático,2400,130,3.0,2.0,7.0,1.0,1.0,1,0,norte,1939.0,0,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3992,Alquiler de Piso en calle de Lope de Rueda,Madrid,Ibiza Madrid,retiro,Piso,2000,93,2.0,1.0,5.0,1.0,1.0,0,0,sur,,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3993,Alquiler de Piso en calle de Narváez,Madrid,Ibiza Madrid,retiro,Piso,1290,65,2.0,1.0,3.0,1.0,0.0,1,1,"sur, este",,0,0,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
3994,"Alquiler de Piso en calle de Ibiza, 6",Madrid,Ibiza Madrid,retiro,Piso,4050,110,3.0,3.0,0.0,1.0,1.0,1,1,,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3995,Alquiler de Piso en paseo del Prado,Madrid,Jerónimos Madrid,retiro,Piso,1500,75,2.0,2.0,3.0,1.0,1.0,1,0,"sur, este",,0,1,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3996,"Alquiler de Piso en calle de Narváez, 72",Madrid,Ibiza Madrid,retiro,Piso,950,38,1.0,1.0,6.0,1.0,0.0,1,1,"este, oeste",,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3997,Alquiler de Piso en avenida de la Ciudad de Barcelona,Madrid,Pacífico Madrid,retiro,Piso,890,38,1.0,1.0,3.0,0.0,0.0,1,1,norte,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3998,Alquiler de Piso en avenida Nazaret,Madrid,Niño Jesús Madrid,retiro,Piso,2500,121,3.0,2.0,1.0,1.0,1.0,1,0,"sur, este",2001.0,1,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
3999,"Alquiler de Piso en calle de Antonio Casero, 10",Madrid,Estrella Madrid,retiro,Piso,1500,76,2.0,1.0,4.0,1.0,0.0,1,0,,,0,0,central,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4000,Alquiler de Piso en calle de Lope de Rueda,Madrid,Ibiza Madrid,retiro,Piso,2000,85,2.0,1.0,5.0,1.0,1.0,1,1,"norte, este, oeste",,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4001,Alquiler de Piso en avenida de Menéndez Pelayo,Madrid,Pacífico Madrid,retiro,Piso,1600,100,3.0,1.0,4.0,1.0,1.0,1,1,,,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4002,Alquiler de Piso en calle del Pez Austral,Madrid,Estrella Madrid,retiro,Piso,2180,120,3.0,2.0,6.0,1.0,1.0,1,1,"sur, este, oeste",1972.0,1,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4003,Alquiler de Piso en calle de Granada,Madrid,Pacífico Madrid,retiro,Piso,1700,121,3.0,2.0,5.0,1.0,1.0,1,0,,1979.0,1,1,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4004,"Alquiler de Piso en paseo de la Reina Cristina, 1",Madrid,Jerónimos Madrid,retiro,Piso,2850,150,4.0,3.0,2.0,1.0,1.0,1,1,,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4005,Alquiler de Piso en calle Granada,Madrid,Pacífico Madrid,retiro,Piso,1600,110,3.0,2.0,3.0,1.0,0.0,1,0,,,0,1,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4006,Alquiler de Piso en travesía de Téllez,Madrid,Pacífico Madrid,retiro,Piso,1750,127,3.0,2.0,5.0,1.0,1.0,1,0,,,1,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4007,Alquiler de Piso en Ibiza,Madrid,Retiro Madrid,retiro,Piso,2200,130,2.0,2.0,5.0,1.0,1.0,1,1,este,1949.0,0,0,individual,0,2023-06-13 23:23:10,2023-06-13 23:23:10
4008,Alquiler de Dúplex en calle de la Anunciación,Madrid,Niño Jesús Madrid,retiro,Dúplex,1700,58,1.0,1.0,0.0,0.0,1.0,1,1,este,1953.0,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4009,Alquiler de Estudio en calle del Doctor Esquerdo,Madrid,Pacífico Madrid,retiro,Estudio,680,30,,1.0,7.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4010,"Alquiler de Piso en calle del Alcalde Sainz de Baranda, 46",Madrid,Ibiza Madrid,retiro,Piso,2945,90,2.0,3.0,3.0,1.0,1.0,1,1,,,0,0,central,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4011,"Alquiler de Piso en calle de Antonio Maura, 13",Madrid,Jerónimos Madrid,retiro,Piso,5200,200,4.0,5.0,2.0,1.0,1.0,1,0,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4012,"Alquiler de Piso en calle de Máiquez, 21",Madrid,Ibiza Madrid,retiro,Piso,2565,72,1.0,1.0,4.0,1.0,0.0,1,1,,,0,1,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4013,"Alquiler de Piso en Narvaez, 50",Madrid,Ibiza Madrid,retiro,Piso,3510,95,2.0,2.0,1.0,1.0,1.0,1,1,,,0,0,0,1,2023-06-13 23:23:10,2023-06-13 23:23:10
4014,Alquiler de Piso en avenida de Menéndez Pelayo,Madrid,Ibiza Madrid,retiro,Piso,2100,105,3.0,2.0,1.0,1.0,1.0,1,0,,,0,0,individual,1,2023-06-13 23:23:10,2023-06-13 23:23:10
